Gene,gRNA
BCLAF3,NTC-10
BCORL1,NTC-10
BCOR,NTC-10
BCR,NTC-10
BCS1L,NTC-10
BDH2,NTC-10
BDP1,NTC-10
BECN1,NTC-10
BEND6,NTC-10
BEND7,NTC-10
BET1L,NTC-10
BET1,NTC-10
BEX2,NTC-10
BEX4,NTC-10
BFAR,NTC-10
BHLHE40,NTC-10
BICD1,NTC-10
BICD2,NTC-10
BICRAL,NTC-10
BICRA,NTC-10
BID,NTC-10
BIN1,NTC-10
BIN3,NTC-10
BIRC2,NTC-10
BIRC5,NTC-10
BIRC6,NTC-10
BIVM,NTC-10
BLCAP,NTC-10
BLMH,NTC-10
BLM,NTC-10
BLOC1S1,NTC-10
BLOC1S2,NTC-10
BLOC1S3,NTC-10
BLOC1S4,NTC-10
BLOC1S5,NTC-10
BLOC1S6,NTC-10
BLVRA,NTC-10
BLVRB,NTC-10
BLZF1,NTC-10
BMI1,NTC-10
BMP1,NTC-10
BMP2K,NTC-10
BMPR1A,NTC-10
BMPR2,NTC-10
BMS1,NTC-10
BMS1P1,NTC-10
BMS1P2,NTC-10
BMS1P4,NTC-10
BMS1P8,NTC-10
BMT2,NTC-10
BMX,NTC-10
BNIP1,NTC-10
BNIP2,NTC-10
BNIP3L,NTC-10
BNIP3,NTC-10
BOD1L1,NTC-10
BOD1,NTC-10
BOLA2B,NTC-10
BOLA2-SMG1P6,NTC-10
BOLA3,NTC-10
BOP1,NTC-10
BORA,NTC-10
BORCS5,NTC-10
BORCS6,NTC-10
BORCS7,NTC-10
BORCS8,NTC-10
BPGM,NTC-10
BPHL,NTC-10
BPNT1,NTC-10
BPTF,NTC-10
BRAF,NTC-10
BRAP,NTC-10
BRAT1,NTC-10
BRCA1,NTC-10
BRCA2,NTC-10
BRCC3,NTC-10
BRD1,NTC-10
BRD2,NTC-10
BRD3,NTC-10
BRD3OS,NTC-10
BRD4,NTC-10
BRD7,NTC-10
BRD8,NTC-10
BRD9,NTC-10
BRF1,NTC-10
BRF2,NTC-10
BRI3BP,NTC-10
BRI3,NTC-10
BRIP1,NTC-10
BRIX1,NTC-10
BRK1,NTC-10
BRMS1L,NTC-10
BRMS1,NTC-10
BROX,NTC-10
BRPF1,NTC-10
BRPF3,NTC-10
BRWD1,NTC-10
BRWD3,NTC-10
BSCL2,NTC-10
BSDC1,NTC-10
BSG,NTC-10
BST2,NTC-10
BTAF1,NTC-10
BTBD10,NTC-10
BTBD1,NTC-10
BTBD2,NTC-10
BTBD7,NTC-10
BTBD9,NTC-10
BTD,NTC-10
BTF3L4,NTC-10
BTF3,NTC-10
BTG1,NTC-10
BTG2,NTC-10
BTG3,NTC-10
BTK,NTC-10
BTN2A1,NTC-10
BTN2A2,NTC-10
BTN3A2,NTC-10
BTNL9,NTC-10
BTRC,NTC-10
BUB1B,NTC-10
BUB1,NTC-10
BUB3,NTC-10
BUD13,NTC-10
BUD23,NTC-10
BUD31,NTC-10
BX004987.1,NTC-10
BX255925.3,NTC-10
BX322639.1,NTC-10
BYSL,NTC-10
BZW1,NTC-10
BZW2,NTC-10
C10orf71,NTC-10
C10orf88,NTC-10
C10orf95,NTC-10
C11orf1,NTC-10
C11orf24,NTC-10
C11orf49,NTC-10
C11orf54,NTC-10
C11orf58,NTC-10
C11orf65,NTC-10
C11orf68,NTC-10
C11orf74,NTC-10
C11orf80,NTC-10
C11orf96,NTC-10
C11orf98,NTC-10
C12orf29,NTC-10
C12orf40,NTC-10
C12orf43,NTC-10
C12orf45,NTC-10
C12orf49,NTC-10
C12orf4,NTC-10
C12orf56,NTC-10
C12orf57,NTC-10
C12orf60,NTC-10
C12orf65,NTC-10
C12orf66,NTC-10
C12orf73,NTC-10
C12orf76,NTC-10
C14orf119,NTC-10
C14orf39,NTC-10
C14orf93,NTC-10
C15orf39,NTC-10
C15orf40,NTC-10
C15orf41,NTC-10
C15orf61,NTC-10
C15orf65,NTC-10
C16orf58,NTC-10
C16orf70,NTC-10
C16orf72,NTC-10
C16orf87,NTC-10
C16orf91,NTC-10
C16orf95,NTC-10
C17orf51,NTC-10
C17orf53,NTC-10
C17orf58,NTC-10
C17orf67,NTC-10
C17orf75,NTC-10
C17orf80,NTC-10
C17orf99,NTC-10
C18orf21,NTC-10
C18orf25,NTC-10
C18orf32,NTC-10
C18orf54,NTC-10
C19orf12,NTC-10
C19orf24,NTC-10
C19orf25,NTC-10
C19orf44,NTC-10
C19orf47,NTC-10
C19orf48,NTC-10
C19orf53,NTC-10
C19orf54,NTC-10
C19orf57,NTC-10
C19orf66,NTC-10
C19orf73,NTC-10
C19orf81,NTC-10
C19orf84,NTC-10
C1D,NTC-10
C1GALT1C1,NTC-10
C1GALT1,NTC-10
C1orf100,NTC-10
C1orf109,NTC-10
C1orf112,NTC-10
C1orf116,NTC-10
C1orf122,NTC-10
C1orf131,NTC-10
C1orf159,NTC-10
C1orf198,NTC-10
C1orf216,NTC-10
C1orf35,NTC-10
C1orf43,NTC-10
C1orf50,NTC-10
C1orf52,NTC-10
C1orf53,NTC-10
C1orf54,NTC-10
C1orf56,NTC-10
C1orf61,NTC-10
C1orf74,NTC-10
C1QBP,NTC-10
C1RL,NTC-10
C20orf194,NTC-10
C20orf27,NTC-10
C20orf96,NTC-10
C21orf58,NTC-10
C21orf91,NTC-10
C22orf39,NTC-10
C22orf46,NTC-10
C2CD2L,NTC-10
C2CD2,NTC-10
C2CD3,NTC-10
C2CD5,NTC-10
C2orf42,NTC-10
C2orf49,NTC-10
C2orf68,NTC-10
C2orf69,NTC-10
C2orf76,NTC-10
C2orf88,NTC-10
C2orf92,NTC-10
C3orf38,NTC-10
C3orf62,NTC-10
C3orf67,NTC-10
C3orf86,NTC-10
C4orf33,NTC-10
C4orf3,NTC-10
C4orf46,NTC-10
C4orf48,NTC-10
C5orf15,NTC-10
C5orf22,NTC-10
C5orf24,NTC-10
C5orf30,NTC-10
C5orf34,NTC-10
C5orf51,NTC-10
C5orf63,NTC-10
C6orf106,NTC-10
C6orf120,NTC-10
C6orf132,NTC-10
C6orf136,NTC-10
C6orf203,NTC-10
C6orf47,NTC-10
C6orf48,NTC-10
C6orf52,NTC-10
C6orf62,NTC-10
C6orf89,NTC-10
C7orf26,NTC-10
C7orf31,NTC-10
C7orf43,NTC-10
C7orf50,NTC-10
C8orf33,NTC-10
C8orf44,NTC-10
C8orf59,NTC-10
C8orf76,NTC-10
C8orf82,NTC-10
C8orf88,NTC-10
C9orf116,NTC-10
C9orf135,NTC-10
C9orf16,NTC-10
C9orf3,NTC-10
C9orf40,NTC-10
C9orf64,NTC-10
C9orf66,NTC-10
C9orf78,NTC-10
C9orf85,NTC-10
CA13,NTC-10
CA1,NTC-10
CA5A,NTC-10
CA5B,NTC-10
CA5BP1,NTC-10
CA8,NTC-10
CAAP1,NTC-10
CAB39,NTC-10
CABIN1,NTC-10
CACNA1A,NTC-10
CACNB2,NTC-10
CACTIN,NTC-10
CACUL1,NTC-10
CACYBP,NTC-10
CAD,NTC-10
CALB1,NTC-10
CALCOCO1,NTC-10
CALCOCO2,NTC-10
CALM1,NTC-10
CALM2,NTC-10
CALM3,NTC-10
CALR,NTC-10
CALU,NTC-10
CAMK1,NTC-10
CAMK2G,NTC-10
CAMK2N1,NTC-10
CAMKK1,NTC-10
CAMKK2,NTC-10
CAMKMT,NTC-10
CAMLG,NTC-10
CAMSAP1,NTC-10
CAMSAP2,NTC-10
CAMTA1,NTC-10
CAMTA2,NTC-10
CAND1,NTC-10
CAND2,NTC-10
CANT1,NTC-10
CANX,NTC-10
CAP1,NTC-10
CAPG,NTC-10
CAPN10,NTC-10
CAPN15,NTC-10
CAPN1,NTC-10
CAPN2,NTC-10
CAPN7,NTC-10
CAPNS1,NTC-10
CAPRIN1,NTC-10
CAPRIN2,NTC-10
CAPS,NTC-10
CAPZA1,NTC-10
CAPZA2,NTC-10
CAPZB,NTC-10
CARD18,NTC-10
CARD19,NTC-10
CARD6,NTC-10
CARD8,NTC-10
CARD9,NTC-10
CARHSP1,NTC-10
CARM1,NTC-10
CARNMT1,NTC-10
CARS2,NTC-10
CARS,NTC-10
CASC3,NTC-10
CASC4,NTC-10
CASD1,NTC-10
CASK,NTC-10
CASP10,NTC-10
CASP2,NTC-10
CASP3,NTC-10
CASP6,NTC-10
CASP7,NTC-10
CASP8AP2,NTC-10
CASP8,NTC-10
CASP9,NTC-10
CASS4,NTC-10
CAST,NTC-10
CASTOR3,NTC-10
CAT,NTC-10
CATSPER2,NTC-10
CATSPER2P1,NTC-10
CATSPERZ,NTC-10
CAV2,NTC-10
CAVIN1,NTC-10
CAVIN2,NTC-10
CBFA2T2,NTC-10
CBFA2T3,NTC-10
CBFB,NTC-10
CBLB,NTC-10
CBLL1,NTC-10
CBL,NTC-10
CBR1,NTC-10
CBR4,NTC-10
CBS,NTC-10
CBWD1,NTC-10
CBWD2,NTC-10
CBWD5,NTC-10
CBX1,NTC-10
CBX2,NTC-10
CBX3,NTC-10
CBX4,NTC-10
CBX5,NTC-10
CBX6,NTC-10
CBX8,NTC-10
CBY1,NTC-10
CC2D1A,NTC-10
CC2D1B,NTC-10
CCAR1,NTC-10
CCAR2,NTC-10
CCBE1,NTC-10
CCDC106,NTC-10
CCDC107,NTC-10
CCDC112,NTC-10
CCDC113,NTC-10
CCDC115,NTC-10
CCDC116,NTC-10
CCDC117,NTC-10
CCDC122,NTC-10
CCDC124,NTC-10
CCDC125,NTC-10
CCDC126,NTC-10
CCDC127,NTC-10
CCDC12,NTC-10
CCDC130,NTC-10
CCDC136,NTC-10
CCDC137,NTC-10
CCDC138,NTC-10
CCDC142,NTC-10
CCDC144NL,NTC-10
CCDC14,NTC-10
CCDC150,NTC-10
CCDC152,NTC-10
CCDC159,NTC-10
CCDC15,NTC-10
CCDC163,NTC-10
CCDC167,NTC-10
CCDC169,NTC-10
CCDC173,NTC-10
CCDC174,NTC-10
CCDC180,NTC-10
CCDC186,NTC-10
CCDC18,NTC-10
CCDC200,NTC-10
CCDC22,NTC-10
CCDC24,NTC-10
CCDC25,NTC-10
CCDC28A,NTC-10
CCDC28B,NTC-10
CCDC30,NTC-10
CCDC32,NTC-10
CCDC34,NTC-10
CCDC43,NTC-10
CCDC47,NTC-10
CCDC50,NTC-10
CCDC51,NTC-10
CCDC57,NTC-10
CCDC58,NTC-10
CCDC59,NTC-10
CCDC61,NTC-10
CCDC66,NTC-10
CCDC69,NTC-10
CCDC6,NTC-10
CCDC71L,NTC-10
CCDC71,NTC-10
CCDC74A,NTC-10
CCDC77,NTC-10
CCDC7,NTC-10
CCDC80,NTC-10
CCDC82,NTC-10
CCDC84,NTC-10
CCDC85B,NTC-10
CCDC86,NTC-10
CCDC88A,NTC-10
CCDC88B,NTC-10
CCDC88C,NTC-10
CCDC8,NTC-10
CCDC90B,NTC-10
CCDC91,NTC-10
CCDC92,NTC-10
CCDC93,NTC-10
CCDC97,NTC-10
CCDC9,NTC-10
CCHCR1,NTC-10
CCM2,NTC-10
CCNA2,NTC-10
CCNB1IP1,NTC-10
CCNB1,NTC-10
CCNB2,NTC-10
CCNC,NTC-10
CCND2,NTC-10
CCND3,NTC-10
CCNDBP1,NTC-10
CCNE1,NTC-10
CCNE2,NTC-10
CCNF,NTC-10
CCNG1,NTC-10
CCNH,NTC-10
CCNI,NTC-10
CCNJ,NTC-10
CCNK,NTC-10
CCNL1,NTC-10
CCNL2,NTC-10
CCNO,NTC-10
CCNQ,NTC-10
CCNT1,NTC-10
CCNT2,NTC-10
CCNYL1,NTC-10
CCNY,NTC-10
CCP110,NTC-10
CCPG1,NTC-10
CCR10,NTC-10
CCRL2,NTC-10
CCSAP,NTC-10
CCSER2,NTC-10
CCS,NTC-10
CCT2,NTC-10
CCT3,NTC-10
CCT4,NTC-10
CCT5,NTC-10
CCT6A,NTC-10
CCT6P1,NTC-10
CCT6P3,NTC-10
CCT7,NTC-10
CCT8,NTC-10
CCZ1B,NTC-10
CCZ1,NTC-10
CD109,NTC-10
CD151,NTC-10
CD163L1,NTC-10
CD163,NTC-10
CD164,NTC-10
CD19,NTC-10
CD24,NTC-10
CD276,NTC-10
CD2AP,NTC-10
CD2BP2,NTC-10
CD320,NTC-10
CD33,NTC-10
CD37,NTC-10
CD3D,NTC-10
CD40,NTC-10
CD44,NTC-10
CD47,NTC-10
CD52,NTC-10
CD53,NTC-10
CD55,NTC-10
CD58,NTC-10
CD59,NTC-10
CD63,NTC-10
CD68,NTC-10
CD69,NTC-10
CD81,NTC-10
CD82,NTC-10
CD83,NTC-10
CD99L2,NTC-10
CD99,NTC-10
CD99P1,NTC-10
CD9,NTC-10
CDADC1,NTC-10
CDAN1,NTC-10
CDC123,NTC-10
CDC14A,NTC-10
CDC14B,NTC-10
CDC16,NTC-10
CDC20,NTC-10
CDC23,NTC-10
CDC25A,NTC-10
CDC25B,NTC-10
CDC25C,NTC-10
CDC26,NTC-10
CDC27,NTC-10
CDC34,NTC-10
CDC37L1,NTC-10
CDC37,NTC-10
CDC40,NTC-10
CDC42BPA,NTC-10
CDC42BPG,NTC-10
CDC42EP1,NTC-10
CDC42EP3,NTC-10
CDC42EP4,NTC-10
CDC42,NTC-10
CDC42SE1,NTC-10
CDC42SE2,NTC-10
CDC45,NTC-10
CDC5L,NTC-10
CDC6,NTC-10
CDC73,NTC-10
CDC7,NTC-10
CDCA2,NTC-10
CDCA3,NTC-10
CDCA4,NTC-10
CDCA5,NTC-10
CDCA7L,NTC-10
CDCA7,NTC-10
CDCA8,NTC-10
CDCP1,NTC-10
CDH24,NTC-10
CDH8,NTC-10
CDK10,NTC-10
CDK11A,NTC-10
CDK11B,NTC-10
CDK12,NTC-10
CDK13,NTC-10
CDK16,NTC-10
CDK17,NTC-10
CDK19,NTC-10
CDK1,NTC-10
CDK2AP1,NTC-10
CDK2AP2,NTC-10
CDK2,NTC-10
CDK4,NTC-10
CDK5,NTC-10
CDK5RAP1,NTC-10
CDK5RAP2,NTC-10
CDK5RAP3,NTC-10
CDK6,NTC-10
CDK7,NTC-10
CDK8,NTC-10
CDK9,NTC-10
CDKAL1,NTC-10
CDKL1,NTC-10
CDKL3,NTC-10
CDKL5,NTC-10
CDKN1A,NTC-10
CDKN1B,NTC-10
CDKN1C,NTC-10
CDKN2AIPNL,NTC-10
CDKN2AIP,NTC-10
CDKN2C,NTC-10
CDKN2D,NTC-10
CDKN3,NTC-10
CDPF1,NTC-10
CDR2L,NTC-10
CDS2,NTC-10
CDV3,NTC-10
CDYL,NTC-10
CEBPB,NTC-10
CEBPD,NTC-10
CEBPG,NTC-10
CEBPZ,NTC-10
CEBPZOS,NTC-10
CECR7,NTC-10
CELF1,NTC-10
CELF2,NTC-10
CELSR2,NTC-10
CENPA,NTC-10
CENPBD1,NTC-10
CENPBD1P1,NTC-10
CENPB,NTC-10
CENPC,NTC-10
CENPE,NTC-10
CENPF,NTC-10
CENPH,NTC-10
CENPI,NTC-10
CENPJ,NTC-10
CENPK,NTC-10
CENPL,NTC-10
CENPM,NTC-10
CENPN,NTC-10
CENPO,NTC-10
CENPP,NTC-10
CENPQ,NTC-10
CENPS,NTC-10
CENPT,NTC-10
CENPU,NTC-10
CENPV,NTC-10
CENPW,NTC-10
CENPX,NTC-10
CEP104,NTC-10
CEP120,NTC-10
CEP128,NTC-10
CEP131,NTC-10
CEP135,NTC-10
CEP152,NTC-10
CEP162,NTC-10
CEP164,NTC-10
CEP170,NTC-10
CEP192,NTC-10
CEP19,NTC-10
CEP250,NTC-10
CEP290,NTC-10
CEP295,NTC-10
CEP350,NTC-10
CEP41,NTC-10
CEP44,NTC-10
CEP55,NTC-10
CEP57L1,NTC-10
CEP57,NTC-10
CEP63,NTC-10
CEP68,NTC-10
CEP70,NTC-10
CEP72,NTC-10
CEP76,NTC-10
CEP78,NTC-10
CEP83,NTC-10
CEP85L,NTC-10
CEP85,NTC-10
CEP89,NTC-10
CEP95,NTC-10
CEP97,NTC-10
CEPT1,NTC-10
CERCAM,NTC-10
CERK,NTC-10
CERS2,NTC-10
CERS4,NTC-10
CERS5,NTC-10
CERS6,NTC-10
CES2,NTC-10
CES3,NTC-10
CETN2,NTC-10
CETN3,NTC-10
CFAP161,NTC-10
CFAP20,NTC-10
CFAP298,NTC-10
CFAP36,NTC-10
CFAP410,NTC-10
CFAP54,NTC-10
CFAP69,NTC-10
CFAP70,NTC-10
CFAP97,NTC-10
CFD,NTC-10
CFDP1,NTC-10
CFH,NTC-10
CFL1,NTC-10
CFL2,NTC-10
CFLAR,NTC-10
CGGBP1,NTC-10
CGRRF1,NTC-10
CHAC1,NTC-10
CHAC2,NTC-10
CHAF1A,NTC-10
CHAF1B,NTC-10
CHAMP1,NTC-10
CHCHD10,NTC-10
CHCHD1,NTC-10
CHCHD2,NTC-10
CHCHD3,NTC-10
CHCHD4,NTC-10
CHCHD5,NTC-10
CHCHD6,NTC-10
CHCHD7,NTC-10
CHD1L,NTC-10
CHD1,NTC-10
CHD2,NTC-10
CHD3,NTC-10
CHD4,NTC-10
CHD6,NTC-10
CHD7,NTC-10
CHD8,NTC-10
CHD9,NTC-10
CHEK1,NTC-10
CHEK2,NTC-10
CHEK2P2,NTC-10
CHERP,NTC-10
CHFR,NTC-10
CHIC2,NTC-10
CHID1,NTC-10
CHML,NTC-10
CHM,NTC-10
CHMP1A,NTC-10
CHMP1B,NTC-10
CHMP2A,NTC-10
CHMP2B,NTC-10
CHMP3,NTC-10
CHMP4A,NTC-10
CHMP4B,NTC-10
CHMP4C,NTC-10
CHMP5,NTC-10
CHMP6,NTC-10
CHMP7,NTC-10
CHORDC1,NTC-10
CHP1,NTC-10
CHPF2,NTC-10
CHPF,NTC-10
CHPT1,NTC-10
CHRAC1,NTC-10
CHRNA5,NTC-10
CHRNB1,NTC-10
CHST10,NTC-10
CHST11,NTC-10
CHST12,NTC-10
CHST14,NTC-10
CHST2,NTC-10
CHST3,NTC-10
CHSY1,NTC-10
CHTF18,NTC-10
CHTF8,NTC-10
CHTOP,NTC-10
CHUK,NTC-10
CHURC1,NTC-10
CIAO1,NTC-10
CIAO2A,NTC-10
CIAO2B,NTC-10
CIAO3,NTC-10
CIAPIN1,NTC-10
CIB1,NTC-10
CIB2,NTC-10
CIC,NTC-10
CICP27,NTC-10
CIDECP1,NTC-10
CIITA,NTC-10
CINP,NTC-10
CIP2A,NTC-10
CIPC,NTC-10
CIR1,NTC-10
CIRBP,NTC-10
CISD1,NTC-10
CISD2,NTC-10
CISD3,NTC-10
CISH,NTC-10
CITED2,NTC-10
CIT,NTC-10
CIZ1,NTC-10
CKAP2L,NTC-10
CKAP2,NTC-10
CKAP5,NTC-10
CKB,NTC-10
CKLF,NTC-10
CKS1B,NTC-10
CKS2,NTC-10
CLASP1,NTC-10
CLASP2,NTC-10
CLASRP,NTC-10
CLCC1,NTC-10
CLCN3,NTC-10
CLCN5,NTC-10
CLCN6,NTC-10
CLCN7,NTC-10
CLDN12,NTC-10
CLDN15,NTC-10
CLDN7,NTC-10
CLDND1,NTC-10
CLDND2,NTC-10
CLEC11A,NTC-10
CLEC16A,NTC-10
CLEC2B,NTC-10
CLEC2L,NTC-10
CLGN,NTC-10
CLHC1,NTC-10
CLIC1,NTC-10
CLIC2,NTC-10
CLIC4,NTC-10
CLINT1,NTC-10
CLIP1,NTC-10
CLIP3,NTC-10
CLK1,NTC-10
CLK2,NTC-10
CLK3,NTC-10
CLK4,NTC-10
CLN3,NTC-10
CLN5,NTC-10
CLN6,NTC-10
CLN8,NTC-10
CLNS1A,NTC-10
CLOCK,NTC-10
CLP1,NTC-10
CLPB,NTC-10
CLPP,NTC-10
CLPTM1L,NTC-10
CLPX,NTC-10
CLSPN,NTC-10
CLSTN1,NTC-10
CLSTN3,NTC-10
CLTA,NTC-10
CLTB,NTC-10
CLTCL1,NTC-10
CLTC,NTC-10
CLUAP1,NTC-10
CLUH,NTC-10
CLUHP3,NTC-10
CLUL1,NTC-10
CMAS,NTC-10
CMBL,NTC-10
CMC2,NTC-10
CMIP,NTC-10
CMPK1,NTC-10
CMPK2,NTC-10
CMSS1,NTC-10
CMTM3,NTC-10
CMTM4,NTC-10
CMTM6,NTC-10
CMTR1,NTC-10
CMTR2,NTC-10
CNBP,NTC-10
CNDP2,NTC-10
CNEP1R1,NTC-10
CNIH1,NTC-10
CNIH3,NTC-10
CNIH4,NTC-10
CNKSR3,NTC-10
CNN1,NTC-10
CNN2,NTC-10
CNNM2,NTC-10
CNNM3,NTC-10
CNOT10,NTC-10
CNOT11,NTC-10
CNOT1,NTC-10
CNOT2,NTC-10
CNOT3,NTC-10
CNOT4,NTC-10
CNOT6L,NTC-10
CNOT6,NTC-10
CNOT7,NTC-10
CNOT8,NTC-10
CNOT9,NTC-10
CNP,NTC-10
CNPPD1,NTC-10
CNPY2,NTC-10
CNPY3,NTC-10
CNPY4,NTC-10
CNRIP1,NTC-10
CNST,NTC-10
CNTRL,NTC-10
CNTROB,NTC-10
COA1,NTC-10
COA3,NTC-10
COA4,NTC-10
COA5,NTC-10
COA6,NTC-10
COA7,NTC-10
COASY,NTC-10
COCH,NTC-10
COG1,NTC-10
COG2,NTC-10
COG3,NTC-10
COG4,NTC-10
COG5,NTC-10
COG6,NTC-10
COG7,NTC-10
COG8,NTC-10
COIL,NTC-10
COL15A1,NTC-10
COL18A1,NTC-10
COL4A3BP,NTC-10
COL6A3,NTC-10
COL8A1,NTC-10
COLEC11,NTC-10
COLGALT1,NTC-10
COLGALT2,NTC-10
COMMD10,NTC-10
COMMD1,NTC-10
COMMD2,NTC-10
COMMD3,NTC-10
COMMD4,NTC-10
COMMD5,NTC-10
COMMD6,NTC-10
COMMD7,NTC-10
COMMD8,NTC-10
COMMD9,NTC-10
COMTD1,NTC-10
COMT,NTC-10
COP1,NTC-10
COPA,NTC-10
COPB1,NTC-10
COPB2,NTC-10
COPE,NTC-10
COPG1,NTC-10
COPG2,NTC-10
COPRS,NTC-10
COPS2,NTC-10
COPS3,NTC-10
COPS4,NTC-10
COPS5,NTC-10
COPS6,NTC-10
COPS7A,NTC-10
COPS7B,NTC-10
COPS8,NTC-10
COPS9,NTC-10
COPZ1,NTC-10
COQ10A,NTC-10
COQ10B,NTC-10
COQ2,NTC-10
COQ3,NTC-10
COQ4,NTC-10
COQ5,NTC-10
COQ6,NTC-10
COQ7,NTC-10
COQ8A,NTC-10
COQ8B,NTC-10
COQ9,NTC-10
CORO1B,NTC-10
CORO1C,NTC-10
CORO2A,NTC-10
CORO7,NTC-10
COTL1,NTC-10
COX10,NTC-10
COX11,NTC-10
COX14,NTC-10
COX15,NTC-10
COX16,NTC-10
COX17,NTC-10
COX18,NTC-10
COX19,NTC-10
COX20,NTC-10
COX4I1,NTC-10
COX5A,NTC-10
COX5B,NTC-10
COX6A1,NTC-10
COX6B1,NTC-10
COX6C,NTC-10
COX7A2L,NTC-10
COX7A2,NTC-10
COX7B,NTC-10
COX7C,NTC-10
COX8A,NTC-10
CPAMD8,NTC-10
CPD,NTC-10
CPEB1,NTC-10
CPEB4,NTC-10
CPED1,NTC-10
CPNE1,NTC-10
CPNE2,NTC-10
CPNE3,NTC-10
CPNE7,NTC-10
CPNE8,NTC-10
CPOX,NTC-10
CPPED1,NTC-10
CPQ,NTC-10
CPSF1,NTC-10
CPSF2,NTC-10
CPSF3,NTC-10
CPSF4,NTC-10
CPSF6,NTC-10
CPSF7,NTC-10
CPT1A,NTC-10
CPT1C,NTC-10
CPT2,NTC-10
CPTP,NTC-10
CR1L,NTC-10
CR381653.2,NTC-10
CR381670.1,NTC-10
CR383656.13,NTC-10
CR392039.5,NTC-10
CRACR2A,NTC-10
CRACR2B,NTC-10
CRADD,NTC-10
CRAMP1,NTC-10
CRAT,NTC-10
CRBN,NTC-10
CRCP,NTC-10
CREB1,NTC-10
CREB3L1,NTC-10
CREB3L2,NTC-10
CREB3L4,NTC-10
CREB3,NTC-10
CREBBP,NTC-10
CREBL2,NTC-10
CREBRF,NTC-10
CREBZF,NTC-10
CREG1,NTC-10
CRELD1,NTC-10
CRELD2,NTC-10
CREM,NTC-10
CRIPT,NTC-10
CRKL,NTC-10
CRK,NTC-10
CRLF3,NTC-10
CRLS1,NTC-10
CRNKL1,NTC-10
CROCC,NTC-10
CROCCP2,NTC-10
CROT,NTC-10
CRTAP,NTC-10
CRTC1,NTC-10
CRTC2,NTC-10
CRTC3,NTC-10
CRY1,NTC-10
CRY2,NTC-10
CRYAB,NTC-10
CRYBB2P1,NTC-10
CRYBG2,NTC-10
CRYL1,NTC-10
CRYM,NTC-10
CRYZL1,NTC-10
CRYZ,NTC-10
CSAD,NTC-10
CSAG1,NTC-10
CSAG3,NTC-10
CSDE1,NTC-10
CSE1L,NTC-10
CSF1,NTC-10
CSGALNACT2,NTC-10
CSKMT,NTC-10
CSK,NTC-10
CSMD1,NTC-10
CSNK1A1,NTC-10
CSNK1D,NTC-10
CSNK1E,NTC-10
CSNK1G1,NTC-10
CSNK1G2,NTC-10
CSNK1G3,NTC-10
CSNK2A1,NTC-10
CSNK2A2,NTC-10
CSNK2B,NTC-10
CS,NTC-10
CSPG4P12,NTC-10
CSPP1,NTC-10
CSRNP1,NTC-10
CSRNP2,NTC-10
CSRP1,NTC-10
CSRP2,NTC-10
CST3,NTC-10
CSTB,NTC-10
CSTF1,NTC-10
CSTF2,NTC-10
CSTF2T,NTC-10
CSTF3,NTC-10
CT45A10,NTC-10
CT55,NTC-10
CT83,NTC-10
CTBP1,NTC-10
CTBP2,NTC-10
CTBS,NTC-10
CTC1,NTC-10
CTCFL,NTC-10
CTCF,NTC-10
CTDNEP1,NTC-10
CTDP1,NTC-10
CTDSP1,NTC-10
CTDSP2,NTC-10
CTDSPL2,NTC-10
CTDSPL,NTC-10
CTH,NTC-10
CTIF,NTC-10
CTNNA1,NTC-10
CTNNAL1,NTC-10
CTNNB1,NTC-10
CTNNBIP1,NTC-10
CTNNBL1,NTC-10
CTNND1,NTC-10
CTNS,NTC-10
CTPS1,NTC-10
CTPS2,NTC-10
CTR9,NTC-10
CTSA,NTC-10
CTSB,NTC-10
CTSC,NTC-10
CTSD,NTC-10
CTSF,NTC-10
CTSH,NTC-10
CTSL,NTC-10
CTSS,NTC-10
CTSZ,NTC-10
CTTNBP2NL,NTC-10
CTTN,NTC-10
CTU1,NTC-10
CTXN1,NTC-10
CUEDC2,NTC-10
CUL1,NTC-10
CUL2,NTC-10
CUL3,NTC-10
CUL4A,NTC-10
CUL4B,NTC-10
CUL5,NTC-10
CUL7,NTC-10
CUL9,NTC-10
CUTALP,NTC-10
CUTA,NTC-10
CUTC,NTC-10
CUX1,NTC-10
CWC15,NTC-10
CWC22,NTC-10
CWC25,NTC-10
CWC27,NTC-10
CWF19L1,NTC-10
CWF19L2,NTC-10
CXCL3,NTC-10
CXorf38,NTC-10
CXorf40A,NTC-10
CXorf40B,NTC-10
CXorf56,NTC-10
CXXC1,NTC-10
CXXC5,NTC-10
CYB561A3,NTC-10
CYB561D1,NTC-10
CYB561D2,NTC-10
CYB561,NTC-10
CYB5A,NTC-10
CYB5B,NTC-10
CYB5D1,NTC-10
CYB5D2,NTC-10
CYB5R1,NTC-10
CYB5R2,NTC-10
CYB5R3,NTC-10
CYB5R4,NTC-10
CYB5RL,NTC-10
CYBC1,NTC-10
CYBRD1,NTC-10
CYC1,NTC-10
CYCS,NTC-10
CYFIP1,NTC-10
CYHR1,NTC-10
CYLD,NTC-10
CYP20A1,NTC-10
CYP26A1,NTC-10
CYP2F2P,NTC-10
CYP2R1,NTC-10
CYP3A5,NTC-10
CYP46A1,NTC-10
CYP4V2,NTC-10
CYP51A1,NTC-10
CYREN,NTC-10
CYSLTR1,NTC-10
CYSTM1,NTC-10
CYTH1,NTC-10
CYTH2,NTC-10
