gene_id,gRNA_group,pair_type
TCF19,NTC-10,negative_control
TCF20,NTC-10,negative_control
TCF25,NTC-10,negative_control
TCF3,NTC-10,negative_control
TCF4,NTC-10,negative_control
TCF7,NTC-10,negative_control
TCFL5,NTC-10,negative_control
TCHP,NTC-10,negative_control
TCOF1,NTC-10,negative_control
TCP11L1,NTC-10,negative_control
TCP1,NTC-10,negative_control
TCTA,NTC-10,negative_control
TCTE3,NTC-10,negative_control
TCTN1,NTC-10,negative_control
TCTN3,NTC-10,negative_control
TDG,NTC-10,negative_control
TDH,NTC-10,negative_control
TDP1,NTC-10,negative_control
TDP2,NTC-10,negative_control
TDRD3,NTC-10,negative_control
TDRD7,NTC-10,negative_control
TDRKH,NTC-10,negative_control
TEAD1,NTC-10,negative_control
TEAD2,NTC-10,negative_control
TEAD3,NTC-10,negative_control
TEAD4,NTC-10,negative_control
TEC,NTC-10,negative_control
TECPR1,NTC-10,negative_control
TECPR2,NTC-10,negative_control
TECR,NTC-10,negative_control
TEDC1,NTC-10,negative_control
TEDC2,NTC-10,negative_control
TEFM,NTC-10,negative_control
TEKT4P2,NTC-10,negative_control
TELO2,NTC-10,negative_control
TENM1,NTC-10,negative_control
TENT2,NTC-10,negative_control
TENT4A,NTC-10,negative_control
TENT4B,NTC-10,negative_control
TENT5A,NTC-10,negative_control
TENT5C,NTC-10,negative_control
TEP1,NTC-10,negative_control
TEPSIN,NTC-10,negative_control
TERF1,NTC-10,negative_control
TERF2IP,NTC-10,negative_control
TERF2,NTC-10,negative_control
TESC,NTC-10,negative_control
TESK2,NTC-10,negative_control
TESMIN,NTC-10,negative_control
TES,NTC-10,negative_control
TET1,NTC-10,negative_control
TET2,NTC-10,negative_control
TET3,NTC-10,negative_control
TEX10,NTC-10,negative_control
TEX15,NTC-10,negative_control
TEX261,NTC-10,negative_control
TEX264,NTC-10,negative_control
TEX2,NTC-10,negative_control
TEX30,NTC-10,negative_control
TEX9,NTC-10,negative_control
TFAM,NTC-10,negative_control
TFAP4,NTC-10,negative_control
TFB1M,NTC-10,negative_control
TFB2M,NTC-10,negative_control
TFCP2,NTC-10,negative_control
TFDP2,NTC-10,negative_control
TFE3,NTC-10,negative_control
TFG,NTC-10,negative_control
TFIP11,NTC-10,negative_control
TF,NTC-10,negative_control
TFPI,NTC-10,negative_control
TFPT,NTC-10,negative_control
TFR2,NTC-10,negative_control
TGDS,NTC-10,negative_control
TGFBR1,NTC-10,negative_control
TGFBR3,NTC-10,negative_control
TGFBRAP1,NTC-10,negative_control
TGIF1,NTC-10,negative_control
TGIF2,NTC-10,negative_control
TGM2,NTC-10,negative_control
TGS1,NTC-10,negative_control
THADA,NTC-10,negative_control
THAP11,NTC-10,negative_control
THAP12,NTC-10,negative_control
THAP1,NTC-10,negative_control
THAP2,NTC-10,negative_control
THAP3,NTC-10,negative_control
THAP4,NTC-10,negative_control
THAP5,NTC-10,negative_control
THAP6,NTC-10,negative_control
THAP7,NTC-10,negative_control
THAP8,NTC-10,negative_control
THEM4,NTC-10,negative_control
THEM6,NTC-10,negative_control
THG1L,NTC-10,negative_control
THNSL1,NTC-10,negative_control
THOC1,NTC-10,negative_control
THOC2,NTC-10,negative_control
THOC3,NTC-10,negative_control
THOC5,NTC-10,negative_control
THOC6,NTC-10,negative_control
THOC7,NTC-10,negative_control
THOP1,NTC-10,negative_control
THRA,NTC-10,negative_control
THRAP3,NTC-10,negative_control
THRB,NTC-10,negative_control
THTPA,NTC-10,negative_control
THUMPD1,NTC-10,negative_control
THUMPD2,NTC-10,negative_control
THUMPD3,NTC-10,negative_control
THYN1,NTC-10,negative_control
TIA1,NTC-10,negative_control
TIAL1,NTC-10,negative_control
TICAM1,NTC-10,negative_control
TICRR,NTC-10,negative_control
TIFA,NTC-10,negative_control
TIGD1,NTC-10,negative_control
TIGD2,NTC-10,negative_control
TIGD5,NTC-10,negative_control
TIGD6,NTC-10,negative_control
TIGD7,NTC-10,negative_control
TIMELESS,NTC-10,negative_control
TIMM10B,NTC-10,negative_control
TIMM10,NTC-10,negative_control
TIMM17A,NTC-10,negative_control
TIMM17B,NTC-10,negative_control
TIMM21,NTC-10,negative_control
TIMM22,NTC-10,negative_control
TIMM23B,NTC-10,negative_control
TIMM23,NTC-10,negative_control
TIMM29,NTC-10,negative_control
TIMM44,NTC-10,negative_control
TIMM50,NTC-10,negative_control
TIMM8A,NTC-10,negative_control
TIMM8B,NTC-10,negative_control
TIMM9,NTC-10,negative_control
TIMMDC1,NTC-10,negative_control
TIMP1,NTC-10,negative_control
TINAGL1,NTC-10,negative_control
TINF2,NTC-10,negative_control
TIPARP,NTC-10,negative_control
TIPIN,NTC-10,negative_control
TIPRL,NTC-10,negative_control
TIRAP,NTC-10,negative_control
TJP1,NTC-10,negative_control
TJP2,NTC-10,negative_control
TK1,NTC-10,negative_control
TK2,NTC-10,negative_control
TKFC,NTC-10,negative_control
TKT,NTC-10,negative_control
TLCD1,NTC-10,negative_control
TLCD2,NTC-10,negative_control
TLE2,NTC-10,negative_control
TLE3,NTC-10,negative_control
TLE4,NTC-10,negative_control
TLE6,NTC-10,negative_control
TLK1,NTC-10,negative_control
TLK2,NTC-10,negative_control
TLN1,NTC-10,negative_control
TLNRD1,NTC-10,negative_control
TM2D1,NTC-10,negative_control
TM2D2,NTC-10,negative_control
TM2D3,NTC-10,negative_control
TM7SF2,NTC-10,negative_control
TM7SF3,NTC-10,negative_control
TM9SF1,NTC-10,negative_control
TM9SF2,NTC-10,negative_control
TM9SF3,NTC-10,negative_control
TM9SF4,NTC-10,negative_control
TMA16,NTC-10,negative_control
TMA7,NTC-10,negative_control
TMBIM1,NTC-10,negative_control
TMBIM4,NTC-10,negative_control
TMBIM6,NTC-10,negative_control
TMC3,NTC-10,negative_control
TMC5,NTC-10,negative_control
TMC6,NTC-10,negative_control
TMC7,NTC-10,negative_control
TMC8,NTC-10,negative_control
TMCC1,NTC-10,negative_control
TMCO1,NTC-10,negative_control
TMCO6,NTC-10,negative_control
TMED10,NTC-10,negative_control
TMED1,NTC-10,negative_control
TMED2,NTC-10,negative_control
TMED3,NTC-10,negative_control
TMED4,NTC-10,negative_control
TMED5,NTC-10,negative_control
TMED7,NTC-10,negative_control
TMED8,NTC-10,negative_control
TMED9,NTC-10,negative_control
TMEM101,NTC-10,negative_control
TMEM104,NTC-10,negative_control
TMEM106B,NTC-10,negative_control
TMEM106C,NTC-10,negative_control
TMEM107,NTC-10,negative_control
TMEM109,NTC-10,negative_control
TMEM115,NTC-10,negative_control
TMEM116,NTC-10,negative_control
TMEM117,NTC-10,negative_control
TMEM11,NTC-10,negative_control
TMEM120A,NTC-10,negative_control
TMEM120B,NTC-10,negative_control
TMEM123,NTC-10,negative_control
TMEM126A,NTC-10,negative_control
TMEM126B,NTC-10,negative_control
TMEM127,NTC-10,negative_control
TMEM128,NTC-10,negative_control
TMEM129,NTC-10,negative_control
TMEM131L,NTC-10,negative_control
TMEM131,NTC-10,negative_control
TMEM134,NTC-10,negative_control
TMEM135,NTC-10,negative_control
TMEM136,NTC-10,negative_control
TMEM138,NTC-10,negative_control
TMEM141,NTC-10,negative_control
TMEM144,NTC-10,negative_control
TMEM147,NTC-10,negative_control
TMEM14A,NTC-10,negative_control
TMEM14B,NTC-10,negative_control
TMEM14C,NTC-10,negative_control
TMEM150A,NTC-10,negative_control
TMEM158,NTC-10,negative_control
TMEM159,NTC-10,negative_control
TMEM160,NTC-10,negative_control
TMEM161A,NTC-10,negative_control
TMEM161B,NTC-10,negative_control
TMEM164,NTC-10,negative_control
TMEM165,NTC-10,negative_control
TMEM167A,NTC-10,negative_control
TMEM167B,NTC-10,negative_control
TMEM168,NTC-10,negative_control
TMEM170A,NTC-10,negative_control
TMEM173,NTC-10,negative_control
TMEM175,NTC-10,negative_control
TMEM177,NTC-10,negative_control
TMEM179B,NTC-10,negative_control
TMEM181,NTC-10,negative_control
TMEM182,NTC-10,negative_control
TMEM183A,NTC-10,negative_control
TMEM184B,NTC-10,negative_control
TMEM184C,NTC-10,negative_control
TMEM185A,NTC-10,negative_control
TMEM185B,NTC-10,negative_control
TMEM186,NTC-10,negative_control
TMEM187,NTC-10,negative_control
TMEM189,NTC-10,negative_control
TMEM18,NTC-10,negative_control
TMEM191A,NTC-10,negative_control
TMEM191C,NTC-10,negative_control
TMEM192,NTC-10,negative_control
TMEM198B,NTC-10,negative_control
TMEM198,NTC-10,negative_control
TMEM199,NTC-10,negative_control
TMEM19,NTC-10,negative_control
TMEM201,NTC-10,negative_control
TMEM203,NTC-10,negative_control
TMEM205,NTC-10,negative_control
TMEM206,NTC-10,negative_control
TMEM208,NTC-10,negative_control
TMEM209,NTC-10,negative_control
TMEM212,NTC-10,negative_control
TMEM214,NTC-10,negative_control
TMEM216,NTC-10,negative_control
TMEM217,NTC-10,negative_control
TMEM218,NTC-10,negative_control
TMEM219,NTC-10,negative_control
TMEM222,NTC-10,negative_control
TMEM223,NTC-10,negative_control
TMEM230,NTC-10,negative_control
TMEM231,NTC-10,negative_control
TMEM233,NTC-10,negative_control
TMEM234,NTC-10,negative_control
TMEM237,NTC-10,negative_control
TMEM238,NTC-10,negative_control
TMEM241,NTC-10,negative_control
TMEM242,NTC-10,negative_control
TMEM243,NTC-10,negative_control
TMEM245,NTC-10,negative_control
TMEM247,NTC-10,negative_control
TMEM248,NTC-10,negative_control
TMEM250,NTC-10,negative_control
TMEM251,NTC-10,negative_control
TMEM256,NTC-10,negative_control
TMEM258,NTC-10,negative_control
TMEM259,NTC-10,negative_control
TMEM260,NTC-10,negative_control
TMEM263,NTC-10,negative_control
TMEM267,NTC-10,negative_control
TMEM268,NTC-10,negative_control
TMEM273,NTC-10,negative_control
TMEM30A,NTC-10,negative_control
TMEM33,NTC-10,negative_control
TMEM38B,NTC-10,negative_control
TMEM39A,NTC-10,negative_control
TMEM39B,NTC-10,negative_control
TMEM41A,NTC-10,negative_control
TMEM41B,NTC-10,negative_control
TMEM43,NTC-10,negative_control
TMEM44,NTC-10,negative_control
TMEM45A,NTC-10,negative_control
TMEM50A,NTC-10,negative_control
TMEM50B,NTC-10,negative_control
TMEM52,NTC-10,negative_control
TMEM53,NTC-10,negative_control
TMEM54,NTC-10,negative_control
TMEM56,NTC-10,negative_control
TMEM59,NTC-10,negative_control
TMEM60,NTC-10,negative_control
TMEM62,NTC-10,negative_control
TMEM63A,NTC-10,negative_control
TMEM63B,NTC-10,negative_control
TMEM64,NTC-10,negative_control
TMEM67,NTC-10,negative_control
TMEM68,NTC-10,negative_control
TMEM69,NTC-10,negative_control
TMEM70,NTC-10,negative_control
TMEM74B,NTC-10,negative_control
TMEM79,NTC-10,negative_control
TMEM80,NTC-10,negative_control
TMEM87A,NTC-10,negative_control
TMEM87B,NTC-10,negative_control
TMEM8A,NTC-10,negative_control
TMEM94,NTC-10,negative_control
TMEM97,NTC-10,negative_control
TMEM98,NTC-10,negative_control
TMEM99,NTC-10,negative_control
TMEM9B,NTC-10,negative_control
TMEM9,NTC-10,negative_control
TMF1,NTC-10,negative_control
TMLHE,NTC-10,negative_control
TMOD1,NTC-10,negative_control
TMOD2,NTC-10,negative_control
TMOD3,NTC-10,negative_control
TMPO,NTC-10,negative_control
TMPRSS4,NTC-10,negative_control
TMSB10,NTC-10,negative_control
TMSB4X,NTC-10,negative_control
TMTC3,NTC-10,negative_control
TMTC4,NTC-10,negative_control
TMUB1,NTC-10,negative_control
TMUB2,NTC-10,negative_control
TMX1,NTC-10,negative_control
TMX2,NTC-10,negative_control
TMX3,NTC-10,negative_control
TMX4,NTC-10,negative_control
TNFAIP1,NTC-10,negative_control
TNFAIP2,NTC-10,negative_control
TNFAIP8L1,NTC-10,negative_control
TNFAIP8,NTC-10,negative_control
TNFRSF10A,NTC-10,negative_control
TNFRSF10B,NTC-10,negative_control
TNFRSF12A,NTC-10,negative_control
TNFRSF14,NTC-10,negative_control
TNFRSF1A,NTC-10,negative_control
TNFRSF8,NTC-10,negative_control
TNFSF13B,NTC-10,negative_control
TNFSF9,NTC-10,negative_control
TNIK,NTC-10,negative_control
TNIP1,NTC-10,negative_control
TNIP2,NTC-10,negative_control
TNKS1BP1,NTC-10,negative_control
TNKS2,NTC-10,negative_control
TNKS,NTC-10,negative_control
TNNI3,NTC-10,negative_control
TNNT1,NTC-10,negative_control
TNPO1,NTC-10,negative_control
TNPO2,NTC-10,negative_control
TNPO3,NTC-10,negative_control
TNRC18,NTC-10,negative_control
TNRC6A,NTC-10,negative_control
TNRC6B,NTC-10,negative_control
TNRC6C,NTC-10,negative_control
TNS1,NTC-10,negative_control
TNXB,NTC-10,negative_control
TOB1,NTC-10,negative_control
TOB2,NTC-10,negative_control
TOE1,NTC-10,negative_control
TOGARAM1,NTC-10,negative_control
TOGARAM2,NTC-10,negative_control
TOLLIP,NTC-10,negative_control
TOM1L1,NTC-10,negative_control
TOM1,NTC-10,negative_control
TOMM20,NTC-10,negative_control
TOMM22,NTC-10,negative_control
TOMM34,NTC-10,negative_control
TOMM40L,NTC-10,negative_control
TOMM5,NTC-10,negative_control
TOMM70,NTC-10,negative_control
TOMM7,NTC-10,negative_control
TONSL,NTC-10,negative_control
TOP1MT,NTC-10,negative_control
TOP1,NTC-10,negative_control
TOP2A,NTC-10,negative_control
TOP2B,NTC-10,negative_control
TOP3A,NTC-10,negative_control
TOP3B,NTC-10,negative_control
TOPBP1,NTC-10,negative_control
TOPORS,NTC-10,negative_control
TOR1AIP1,NTC-10,negative_control
TOR1AIP2,NTC-10,negative_control
TOR1A,NTC-10,negative_control
TOR1B,NTC-10,negative_control
TOR2A,NTC-10,negative_control
TOR3A,NTC-10,negative_control
TOR4A,NTC-10,negative_control
TOX4,NTC-10,negative_control
TP53BP1,NTC-10,negative_control
TP53BP2,NTC-10,negative_control
TP53I13,NTC-10,negative_control
TP53I3,NTC-10,negative_control
TP53INP1,NTC-10,negative_control
TP53INP2,NTC-10,negative_control
TP53,NTC-10,negative_control
TP53RK,NTC-10,negative_control
TP73-AS1,NTC-10,negative_control
TP73,NTC-10,negative_control
TPCN1,NTC-10,negative_control
TPCN2,NTC-10,negative_control
TPD52L1,NTC-10,negative_control
TPD52L2,NTC-10,negative_control
TPGS1,NTC-10,negative_control
TPGS2,NTC-10,negative_control
TPH2,NTC-10,negative_control
TPI1,NTC-10,negative_control
TPK1,NTC-10,negative_control
TPM1,NTC-10,negative_control
TPM3,NTC-10,negative_control
TPM3P9,NTC-10,negative_control
TPM4,NTC-10,negative_control
TPMT,NTC-10,negative_control
TPP1,NTC-10,negative_control
TPP2,NTC-10,negative_control
TPRA1,NTC-10,negative_control
TPRKB,NTC-10,negative_control
TPRN,NTC-10,negative_control
TPR,NTC-10,negative_control
TPST2,NTC-10,negative_control
TPT1,NTC-10,negative_control
TPTEP1,NTC-10,negative_control
TPTEP2,NTC-10,negative_control
TPX2,NTC-10,negative_control
TRA2A,NTC-10,negative_control
TRA2B,NTC-10,negative_control
TRABD,NTC-10,negative_control
TRADD,NTC-10,negative_control
TRAF3IP1,NTC-10,negative_control
TRAF3IP2,NTC-10,negative_control
TRAF3,NTC-10,negative_control
TRAF4,NTC-10,negative_control
TRAF5,NTC-10,negative_control
TRAF6,NTC-10,negative_control
TRAF7,NTC-10,negative_control
TRAFD1,NTC-10,negative_control
TRAIP,NTC-10,negative_control
TRAK1,NTC-10,negative_control
TRAK2,NTC-10,negative_control
TRAM1,NTC-10,negative_control
TRAM2,NTC-10,negative_control
TRAP1,NTC-10,negative_control
TRAPPC10,NTC-10,negative_control
TRAPPC11,NTC-10,negative_control
TRAPPC12,NTC-10,negative_control
TRAPPC13,NTC-10,negative_control
TRAPPC1,NTC-10,negative_control
TRAPPC2B,NTC-10,negative_control
TRAPPC2,NTC-10,negative_control
TRAPPC3L,NTC-10,negative_control
TRAPPC3,NTC-10,negative_control
TRAPPC4,NTC-10,negative_control
TRAPPC5,NTC-10,negative_control
TRAPPC6A,NTC-10,negative_control
TRAPPC6B,NTC-10,negative_control
TRAPPC8,NTC-10,negative_control
TRAPPC9,NTC-10,negative_control
TRDMT1,NTC-10,negative_control
TRIAP1,NTC-10,negative_control
TRIB2,NTC-10,negative_control
TRIB3,NTC-10,negative_control
TRIM11,NTC-10,negative_control
TRIM13,NTC-10,negative_control
TRIM14,NTC-10,negative_control
TRIM16,NTC-10,negative_control
TRIM21,NTC-10,negative_control
TRIM23,NTC-10,negative_control
TRIM24,NTC-10,negative_control
TRIM25,NTC-10,negative_control
TRIM27,NTC-10,negative_control
TRIM28,NTC-10,negative_control
TRIM32,NTC-10,negative_control
TRIM33,NTC-10,negative_control
TRIM35,NTC-10,negative_control
TRIM37,NTC-10,negative_control
TRIM38,NTC-10,negative_control
TRIM39,NTC-10,negative_control
TRIM3,NTC-10,negative_control
TRIM41,NTC-10,negative_control
TRIM44,NTC-10,negative_control
TRIM4,NTC-10,negative_control
TRIM52,NTC-10,negative_control
TRIM56,NTC-10,negative_control
TRIM58,NTC-10,negative_control
TRIM59,NTC-10,negative_control
TRIM65,NTC-10,negative_control
TRIM66,NTC-10,negative_control
TRIM68,NTC-10,negative_control
TRIM69,NTC-10,negative_control
TRIM6,NTC-10,negative_control
TRIM72,NTC-10,negative_control
TRIM7,NTC-10,negative_control
TRIM8,NTC-10,negative_control
TRIOBP,NTC-10,negative_control
TRIP10,NTC-10,negative_control
TRIP11,NTC-10,negative_control
TRIP12,NTC-10,negative_control
TRIP13,NTC-10,negative_control
TRIP4,NTC-10,negative_control
TRIP6,NTC-10,negative_control
TRIQK,NTC-10,negative_control
TRIT1,NTC-10,negative_control
TRMO,NTC-10,negative_control
TRMT10A,NTC-10,negative_control
TRMT10B,NTC-10,negative_control
TRMT10C,NTC-10,negative_control
TRMT112,NTC-10,negative_control
TRMT11,NTC-10,negative_control
TRMT12,NTC-10,negative_control
TRMT13,NTC-10,negative_control
TRMT1L,NTC-10,negative_control
TRMT1,NTC-10,negative_control
TRMT2A,NTC-10,negative_control
TRMT2B,NTC-10,negative_control
TRMT44,NTC-10,negative_control
TRMT5,NTC-10,negative_control
TRMT61A,NTC-10,negative_control
TRMT61B,NTC-10,negative_control
TRMT6,NTC-10,negative_control
TRMU,NTC-10,negative_control
TRNAU1AP,NTC-10,negative_control
TRNT1,NTC-10,negative_control
TROAP,NTC-10,negative_control
TRPC1,NTC-10,negative_control
TRPC4AP,NTC-10,negative_control
TRPM2,NTC-10,negative_control
TRPM4,NTC-10,negative_control
TRPM7,NTC-10,negative_control
TRPS1,NTC-10,negative_control
TRPT1,NTC-10,negative_control
TRPV2,NTC-10,negative_control
TRRAP,NTC-10,negative_control
TRUB1,NTC-10,negative_control
TRUB2,NTC-10,negative_control
TSACC,NTC-10,negative_control
TSC1,NTC-10,negative_control
TSC22D1,NTC-10,negative_control
TSC22D2,NTC-10,negative_control
TSC22D4,NTC-10,negative_control
TSC2,NTC-10,negative_control
TSEN15,NTC-10,negative_control
TSEN2,NTC-10,negative_control
TSEN34,NTC-10,negative_control
TSEN54,NTC-10,negative_control
TSG101,NTC-10,negative_control
TSGA10,NTC-10,negative_control
TSHZ1,NTC-10,negative_control
TSKS,NTC-10,negative_control
TSKU,NTC-10,negative_control
TSLP,NTC-10,negative_control
TSNARE1,NTC-10,negative_control
TSNAX,NTC-10,negative_control
TSN,NTC-10,negative_control
TSPAN12,NTC-10,negative_control
TSPAN13,NTC-10,negative_control
TSPAN14,NTC-10,negative_control
TSPAN17,NTC-10,negative_control
TSPAN31,NTC-10,negative_control
TSPAN32,NTC-10,negative_control
TSPAN3,NTC-10,negative_control
TSPAN4,NTC-10,negative_control
TSPAN5,NTC-10,negative_control
TSPO,NTC-10,negative_control
TSPYL1,NTC-10,negative_control
TSPYL2,NTC-10,negative_control
TSPYL4,NTC-10,negative_control
TSPYL6,NTC-10,negative_control
TSR1,NTC-10,negative_control
TSR2,NTC-10,negative_control
TSR3,NTC-10,negative_control
TSSC2,NTC-10,negative_control
TSSC4,NTC-10,negative_control
TSTA3,NTC-10,negative_control
TSTD2,NTC-10,negative_control
TSTD3,NTC-10,negative_control
TST,NTC-10,negative_control
TTBK2,NTC-10,negative_control
TTC12,NTC-10,negative_control
TTC13,NTC-10,negative_control
TTC14,NTC-10,negative_control
TTC17,NTC-10,negative_control
TTC19,NTC-10,negative_control
TTC1,NTC-10,negative_control
TTC21B,NTC-10,negative_control
TTC23,NTC-10,negative_control
TTC26,NTC-10,negative_control
TTC27,NTC-10,negative_control
TTC28,NTC-10,negative_control
TTC31,NTC-10,negative_control
TTC32,NTC-10,negative_control
TTC33,NTC-10,negative_control
TTC37,NTC-10,negative_control
TTC38,NTC-10,negative_control
TTC39B,NTC-10,negative_control
TTC3,NTC-10,negative_control
TTC4,NTC-10,negative_control
TTC5,NTC-10,negative_control
TTC7A,NTC-10,negative_control
TTC7B,NTC-10,negative_control
TTC8,NTC-10,negative_control
TTC9C,NTC-10,negative_control
TTF1,NTC-10,negative_control
TTF2,NTC-10,negative_control
TTI1,NTC-10,negative_control
TTI2,NTC-10,negative_control
TTK,NTC-10,negative_control
TTLL11,NTC-10,negative_control
TTLL12,NTC-10,negative_control
TTLL3,NTC-10,negative_control
TTLL4,NTC-10,negative_control
TTLL5,NTC-10,negative_control
TTLL7,NTC-10,negative_control
TTL,NTC-10,negative_control
TTN,NTC-10,negative_control
TTPAL,NTC-10,negative_control
TUBA1A,NTC-10,negative_control
TUBA1B,NTC-10,negative_control
TUBA1C,NTC-10,negative_control
TUBA4A,NTC-10,negative_control
TUBAL3,NTC-10,negative_control
TUBB1,NTC-10,negative_control
TUBB2A,NTC-10,negative_control
TUBB4B,NTC-10,negative_control
TUBB6,NTC-10,negative_control
TUBB,NTC-10,negative_control
TUBBP9,NTC-10,negative_control
TUBD1,NTC-10,negative_control
TUBE1,NTC-10,negative_control
TUBG1,NTC-10,negative_control
TUBGCP2,NTC-10,negative_control
TUBGCP3,NTC-10,negative_control
